experiment,plate_number,plate_name,zone,strain,treatment,row,column,well
8x6,17,k2,K,K.3.4b,28,F,6,F6
8x6,17,k2,K,K.3.3d,8,A,7,A7
8x6,17,k2,K,K.3.3d,12,B,7,B7
8x6,17,k2,K,K.3.3d,16,C,7,C7
8x6,17,k2,K,K.3.3d,20,D,7,D7
8x6,17,k2,K,K.3.3d,24,E,7,E7
8x6,17,k2,K,K.3.3d,28,F,7,F7
8x6,17,k2,K,K.3.16a,8,A,8,A8
8x6,17,k2,K,K.3.16a,12,B,8,B8
8x6,17,k2,K,K.3.16a,16,C,8,C8
8x6,17,k2,K,K.3.16a,20,D,8,D8
8x6,17,k2,K,K.3.16a,24,E,8,E8
8x6,17,k2,K,K.3.16a,28,F,8,F8
8x6,18,k3,K,K.1.3a,8,A,1,A1
8x6,18,k3,K,K.1.3a,12,B,1,B1
8x6,18,k3,K,K.1.3a,16,C,1,C1
8x6,18,k3,K,K.1.3a,20,D,1,D1
8x6,18,k3,K,K.1.3a,24,E,1,E1
8x6,18,k3,K,K.1.3a,28,F,1,F1
8x6,18,k3,K,K.1.5a,8,A,2,A2
8x6,18,k3,K,K.1.5a,12,B,2,B2
8x6,18,k3,K,K.1.5a,16,C,2,C2
8x6,18,k3,K,K.1.5a,20,D,2,D2
8x6,18,k3,K,K.1.5a,24,E,2,E2
8x6,18,k3,K,K.1.5a,28,F,2,F2
8x6,18,k3,K,K.1.7b,8,A,3,A3
8x6,18,k3,K,K.1.7b,12,B,3,B3
8x6,18,k3,K,K.1.7b,16,C,3,C3
8x6,18,k3,K,K.1.7b,20,D,3,D3
8x6,18,k3,K,K.1.7b,24,E,3,E3
8x6,18,k3,K,K.1.7b,28,F,3,F3
8x6,18,k3,K,K.1.32b,8,A,4,A4
8x6,18,k3,K,K.1.32b,12,B,4,B4
8x6,18,k3,K,K.1.32b,16,C,4,C4
8x6,18,k3,K,K.1.32b,20,D,4,D4
8x6,18,k3,K,K.1.32b,24,E,4,E4
8x6,18,k3,K,K.1.32b,28,F,4,F4
8x6,18,k3,K,K.3.3a,8,A,5,A5
8x6,18,k3,K,K.3.3a,12,B,5,B5
8x6,18,k3,K,K.3.3a,16,C,5,C5
8x6,18,k3,K,K.3.3a,20,D,5,D5
8x6,18,k3,K,K.3.3a,24,E,5,E5
8x6,18,k3,K,K.3.3a,28,F,5,F5
8x6,18,k3,K,K.3.4b,8,A,6,A6
8x6,18,k3,K,K.3.4b,12,B,6,B6
8x6,18,k3,K,K.3.4b,16,C,6,C6
8x6,18,k3,K,K.3.4b,20,D,6,D6
8x6,18,k3,K,K.3.4b,24,E,6,E6
8x6,18,k3,K,K.3.4b,28,F,6,F6
8x6,18,k3,K,K.3.3d,8,A,7,A7
8x6,18,k3,K,K.3.3d,12,B,7,B7
8x6,18,k3,K,K.3.3d,16,C,7,C7
8x6,18,k3,K,K.3.3d,20,D,7,D7
8x6,18,k3,K,K.3.3d,24,E,7,E7
8x6,18,k3,K,K.3.3d,28,F,7,F7
8x6,18,k3,K,K.3.16a,8,A,8,A8
8x6,18,k3,K,K.3.16a,12,B,8,B8
8x6,18,k3,K,K.3.16a,16,C,8,C8
8x6,18,k3,K,K.3.16a,20,D,8,D8
8x6,18,k3,K,K.3.16a,24,E,8,E8
8x6,18,k3,K,K.3.16a,28,F,8,F8
8x6,19,p1,P,P.1.1,8,A,1,A1
8x6,19,p1,P,P.1.1,12,B,1,B1
8x6,19,p1,P,P.1.1,16,C,1,C1
8x6,19,p1,P,P.1.1,20,D,1,D1
8x6,19,p1,P,P.1.1,24,E,1,E1
8x6,19,p1,P,P.1.1,28,F,1,F1
8x6,19,p1,P,P.1.4,8,A,2,A2
8x6,19,p1,P,P.1.4,12,B,2,B2
8x6,19,p1,P,P.1.4,16,C,2,C2
8x6,19,p1,P,P.1.4,20,D,2,D2
8x6,19,p1,P,P.1.4,24,E,2,E2
8x6,19,p1,P,P.1.4,28,F,2,F2
8x6,19,p1,P,P.1.9,8,A,3,A3
8x6,19,p1,P,P.1.9,12,B,3,B3
8x6,19,p1,P,P.1.9,16,C,3,C3
8x6,19,p1,P,P.1.9,20,D,3,D3
8x6,19,p1,P,P.1.9,24,E,3,E3
8x6,19,p1,P,P.1.9,28,F,3,F3
8x6,19,p1,P,P.1.29,8,A,4,A4
8x6,19,p1,P,P.1.29,12,B,4,B4
8x6,19,p1,P,P.1.29,16,C,4,C4
8x6,19,p1,P,P.1.29,20,D,4,D4
8x6,19,p1,P,P.1.29,24,E,4,E4
8x6,19,p1,P,P.1.29,28,F,4,F4
8x6,19,p1,P,P.1.41,8,A,5,A5
8x6,19,p1,P,P.1.41,12,B,5,B5
8x6,19,p1,P,P.1.41,16,C,5,C5
8x6,19,p1,P,P.1.41,20,D,5,D5
8x6,19,p1,P,P.1.41,24,E,5,E5
8x6,19,p1,P,P.1.41,28,F,5,F5
8x6,19,p1,P,P.1.49,8,A,6,A6
8x6,19,p1,P,P.1.49,12,B,6,B6
8x6,19,p1,P,P.1.49,16,C,6,C6
8x6,19,p1,P,P.1.49,20,D,6,D6
8x6,19,p1,P,P.1.49,24,E,6,E6
8x6,19,p1,P,P.1.49,28,F,6,F6
8x6,19,p1,P,P.1.61,8,A,7,A7
8x6,19,p1,P,P.1.61,12,B,7,B7
8x6,19,p1,P,P.1.61,16,C,7,C7
8x6,19,p1,P,P.1.61,20,D,7,D7
8x6,19,p1,P,P.1.61,24,E,7,E7
8x6,19,p1,P,P.1.61,28,F,7,F7
8x6,19,p1,P,P.2.6a,8,A,8,A8
8x6,19,p1,P,P.2.6a,12,B,8,B8
8x6,19,p1,P,P.2.6a,16,C,8,C8
8x6,19,p1,P,P.2.6a,20,D,8,D8
8x6,19,p1,P,P.2.6a,24,E,8,E8
8x6,19,p1,P,P.2.6a,28,F,8,F8
8x6,20,p2,P,P.1.1,8,A,1,A1
8x6,20,p2,P,P.1.1,12,B,1,B1
8x6,20,p2,P,P.1.1,16,C,1,C1
8x6,20,p2,P,P.1.1,20,D,1,D1
8x6,20,p2,P,P.1.1,24,E,1,E1
8x6,20,p2,P,P.1.1,28,F,1,F1
8x6,20,p2,P,P.1.4,8,A,2,A2
8x6,20,p2,P,P.1.4,12,B,2,B2
8x6,20,p2,P,P.1.4,16,C,2,C2
8x6,20,p2,P,P.1.4,20,D,2,D2
8x6,20,p2,P,P.1.4,24,E,2,E2
8x6,20,p2,P,P.1.4,28,F,2,F2
8x6,20,p2,P,P.1.9,8,A,3,A3
8x6,20,p2,P,P.1.9,12,B,3,B3
8x6,20,p2,P,P.1.9,16,C,3,C3
8x6,20,p2,P,P.1.9,20,D,3,D3
8x6,20,p2,P,P.1.9,24,E,3,E3
8x6,20,p2,P,P.1.9,28,F,3,F3
8x6,20,p2,P,P.1.29,8,A,4,A4
8x6,20,p2,P,P.1.29,12,B,4,B4
8x6,20,p2,P,P.1.29,16,C,4,C4
8x6,20,p2,P,P.1.29,20,D,4,D4
8x6,20,p2,P,P.1.29,24,E,4,E4
8x6,20,p2,P,P.1.29,28,F,4,F4
8x6,20,p2,P,P.1.41,8,A,5,A5
8x6,20,p2,P,P.1.41,12,B,5,B5
8x6,20,p2,P,P.1.41,16,C,5,C5
8x6,20,p2,P,P.1.41,20,D,5,D5
8x6,20,p2,P,P.1.41,24,E,5,E5
8x6,20,p2,P,P.1.41,28,F,5,F5
8x6,20,p2,P,P.1.49,8,A,6,A6
8x6,20,p2,P,P.1.49,12,B,6,B6
8x6,20,p2,P,P.1.49,16,C,6,C6
8x6,20,p2,P,P.1.49,20,D,6,D6
8x6,20,p2,P,P.1.49,24,E,6,E6
8x6,20,p2,P,P.1.49,28,F,6,F6
8x6,20,p2,P,P.1.61,8,A,7,A7
8x6,20,p2,P,P.1.61,12,B,7,B7
8x6,20,p2,P,P.1.61,16,C,7,C7
8x6,20,p2,P,P.1.61,20,D,7,D7
8x6,20,p2,P,P.1.61,24,E,7,E7
8x6,20,p2,P,P.1.61,28,F,7,F7
8x6,20,p2,P,P.2.6a,8,A,8,A8
8x6,20,p2,P,P.2.6a,12,B,8,B8
8x6,20,p2,P,P.2.6a,16,C,8,C8
8x6,20,p2,P,P.2.6a,20,D,8,D8
8x6,20,p2,P,P.2.6a,24,E,8,E8
8x6,20,p2,P,P.2.6a,28,F,8,F8
8x6,21,p3,P,P.1.1,8,A,1,A1
8x6,21,p3,P,P.1.1,12,B,1,B1
8x6,21,p3,P,P.1.1,16,C,1,C1
8x6,21,p3,P,P.1.1,20,D,1,D1
8x6,21,p3,P,P.1.1,24,E,1,E1
8x6,21,p3,P,P.1.1,28,F,1,F1
8x6,21,p3,P,P.1.4,8,A,2,A2
8x6,21,p3,P,P.1.4,12,B,2,B2
8x6,21,p3,P,P.1.4,16,C,2,C2
8x6,21,p3,P,P.1.4,20,D,2,D2
8x6,21,p3,P,P.1.4,24,E,2,E2
8x6,21,p3,P,P.1.4,28,F,2,F2
8x6,21,p3,P,P.1.9,8,A,3,A3
8x6,21,p3,P,P.1.9,12,B,3,B3
8x6,21,p3,P,P.1.9,16,C,3,C3
8x6,21,p3,P,P.1.9,20,D,3,D3
8x6,21,p3,P,P.1.9,24,E,3,E3
8x6,21,p3,P,P.1.9,28,F,3,F3
8x6,21,p3,P,P.1.29,8,A,4,A4
8x6,21,p3,P,P.1.29,12,B,4,B4
8x6,21,p3,P,P.1.29,16,C,4,C4
8x6,21,p3,P,P.1.29,20,D,4,D4
8x6,21,p3,P,P.1.29,24,E,4,E4
8x6,21,p3,P,P.1.29,28,F,4,F4
8x6,21,p3,P,P.1.41,8,A,5,A5
8x6,21,p3,P,P.1.41,12,B,5,B5
8x6,21,p3,P,P.1.41,16,C,5,C5
8x6,21,p3,P,P.1.41,20,D,5,D5
8x6,21,p3,P,P.1.41,24,E,5,E5
8x6,21,p3,P,P.1.41,28,F,5,F5
8x6,21,p3,P,P.1.49,8,A,6,A6
8x6,21,p3,P,P.1.49,12,B,6,B6
8x6,21,p3,P,P.1.49,16,C,6,C6
8x6,21,p3,P,P.1.49,20,D,6,D6
8x6,21,p3,P,P.1.49,24,E,6,E6
8x6,21,p3,P,P.1.49,28,F,6,F6
8x6,21,p3,P,P.1.61,8,A,7,A7
8x6,21,p3,P,P.1.61,12,B,7,B7
8x6,21,p3,P,P.1.61,16,C,7,C7
8x6,21,p3,P,P.1.61,20,D,7,D7
8x6,21,p3,P,P.1.61,24,E,7,E7
8x6,21,p3,P,P.1.61,28,F,7,F7
8x6,21,p3,P,P.2.6a,8,A,8,A8
8x6,21,p3,P,P.2.6a,12,B,8,B8
8x6,21,p3,P,P.2.6a,16,C,8,C8
8x6,21,p3,P,P.2.6a,20,D,8,D8
8x6,21,p3,P,P.2.6a,24,E,8,E8
8x6,21,p3,P,P.2.6a,28,F,8,F8
8x6,22,d1,D,D.1.15a,8,A,1,A1
8x6,22,d1,D,D.1.15a,12,B,1,B1
8x6,22,d1,D,D.1.15a,16,C,1,C1
8x6,22,d1,D,D.1.15a,20,D,1,D1
8x6,22,d1,D,D.1.15a,24,E,1,E1
8x6,22,d1,D,D.1.15a,28,F,1,F1
8x6,22,d1,D,D.1.27a,8,A,2,A2
8x6,22,d1,D,D.1.27a,12,B,2,B2
8x6,22,d1,D,D.1.27a,16,C,2,C2
8x6,22,d1,D,D.1.27a,20,D,2,D2
8x6,22,d1,D,D.1.27a,24,E,2,E2
8x6,22,d1,D,D.1.27a,28,F,2,F2
8x6,22,d1,D,D.1.29a,8,A,3,A3
8x6,22,d1,D,D.1.29a,12,B,3,B3
8x6,22,d1,D,D.1.29a,16,C,3,C3
8x6,22,d1,D,D.1.29a,20,D,3,D3
8x6,22,d1,D,D.1.29a,24,E,3,E3
8x6,22,d1,D,D.1.29a,28,F,3,F3
8x6,22,d1,D,D.1.34a,8,A,4,A4
8x6,22,d1,D,D.1.34a,12,B,4,B4
8x6,22,d1,D,D.1.34a,16,C,4,C4
8x6,22,d1,D,D.1.34a,20,D,4,D4
8x6,22,d1,D,D.1.34a,24,E,4,E4
8x6,22,d1,D,D.1.34a,28,F,4,F4
8x6,22,d1,D,D.1.32a,8,A,5,A5
8x6,22,d1,D,D.1.32a,12,B,5,B5
8x6,22,d1,D,D.1.32a,16,C,5,C5
8x6,22,d1,D,D.1.32a,20,D,5,D5
8x6,22,d1,D,D.1.32a,24,E,5,E5
8x6,22,d1,D,D.1.32a,28,F,5,F5
8x6,22,d1,D,D.1.46b,8,A,6,A6
8x6,22,d1,D,D.1.46b,12,B,6,B6
8x6,22,d1,D,D.1.46b,16,C,6,C6
8x6,22,d1,D,D.1.46b,20,D,6,D6
8x6,22,d1,D,D.1.46b,24,E,6,E6
8x6,22,d1,D,D.1.46b,28,F,6,F6
8x6,22,d1,D,D.2.14b,8,A,7,A7
8x6,22,d1,D,D.2.14b,12,B,7,B7
8x6,22,d1,D,D.2.14b,16,C,7,C7
8x6,22,d1,D,D.2.14b,20,D,7,D7
8x6,22,d1,D,D.2.14b,24,E,7,E7
8x6,22,d1,D,D.2.14b,28,F,7,F7
8x6,22,d1,D,D.2.22a,8,A,8,A8
8x6,22,d1,D,D.2.22a,12,B,8,B8
8x6,22,d1,D,D.2.22a,16,C,8,C8
8x6,22,d1,D,D.2.22a,20,D,8,D8
8x6,22,d1,D,D.2.22a,24,E,8,E8
8x6,22,d1,D,D.2.22a,28,F,8,F8
8x6,23,d2,D,D.1.15a,8,A,1,A1
8x6,23,d2,D,D.1.15a,12,B,1,B1
8x6,23,d2,D,D.1.15a,16,C,1,C1
8x6,23,d2,D,D.1.15a,20,D,1,D1
8x6,23,d2,D,D.1.15a,24,E,1,E1
8x6,23,d2,D,D.1.15a,28,F,1,F1
8x6,23,d2,D,D.1.27a,8,A,2,A2
8x6,23,d2,D,D.1.27a,12,B,2,B2
8x6,23,d2,D,D.1.27a,16,C,2,C2
8x6,23,d2,D,D.1.27a,20,D,2,D2
8x6,23,d2,D,D.1.27a,24,E,2,E2
8x6,23,d2,D,D.1.27a,28,F,2,F2
8x6,23,d2,D,D.1.29a,8,A,3,A3
8x6,23,d2,D,D.1.29a,12,B,3,B3
8x6,23,d2,D,D.1.29a,16,C,3,C3
8x6,23,d2,D,D.1.29a,20,D,3,D3
8x6,23,d2,D,D.1.29a,24,E,3,E3
8x6,23,d2,D,D.1.29a,28,F,3,F3
8x6,23,d2,D,D.1.34a,8,A,4,A4
8x6,23,d2,D,D.1.34a,12,B,4,B4
8x6,23,d2,D,D.1.34a,16,C,4,C4
8x6,23,d2,D,D.1.34a,20,D,4,D4
8x6,23,d2,D,D.1.34a,24,E,4,E4
8x6,23,d2,D,D.1.34a,28,F,4,F4
8x6,23,d2,D,D.1.32a,8,A,5,A5
8x6,23,d2,D,D.1.32a,12,B,5,B5
8x6,23,d2,D,D.1.32a,16,C,5,C5
8x6,23,d2,D,D.1.32a,20,D,5,D5
8x6,23,d2,D,D.1.32a,24,E,5,E5
8x6,23,d2,D,D.1.32a,28,F,5,F5
8x6,23,d2,D,D.1.46b,8,A,6,A6
8x6,23,d2,D,D.1.46b,12,B,6,B6
8x6,23,d2,D,D.1.46b,16,C,6,C6
8x6,23,d2,D,D.1.46b,20,D,6,D6
8x6,23,d2,D,D.1.46b,24,E,6,E6
8x6,23,d2,D,D.1.46b,28,F,6,F6
8x6,23,d2,D,D.2.14b,8,A,7,A7
8x6,23,d2,D,D.2.14b,12,B,7,B7
8x6,23,d2,D,D.2.14b,16,C,7,C7
8x6,23,d2,D,D.2.14b,20,D,7,D7
8x6,23,d2,D,D.2.14b,24,E,7,E7
8x6,23,d2,D,D.2.14b,28,F,7,F7
8x6,23,d2,D,D.2.22a,8,A,8,A8
8x6,23,d2,D,D.2.22a,12,B,8,B8
8x6,23,d2,D,D.2.22a,16,C,8,C8
8x6,23,d2,D,D.2.22a,20,D,8,D8
8x6,23,d2,D,D.2.22a,24,E,8,E8
8x6,23,d2,D,D.2.22a,28,F,8,F8
8x6,24,d3,D,D.1.15a,8,A,1,A1
8x6,24,d3,D,D.1.15a,12,B,1,B1
8x6,24,d3,D,D.1.15a,16,C,1,C1
8x6,24,d3,D,D.1.15a,20,D,1,D1
8x6,24,d3,D,D.1.15a,24,E,1,E1
8x6,24,d3,D,D.1.15a,28,F,1,F1
8x6,24,d3,D,D.1.27a,8,A,2,A2
8x6,24,d3,D,D.1.27a,12,B,2,B2
8x6,24,d3,D,D.1.27a,16,C,2,C2
8x6,24,d3,D,D.1.27a,20,D,2,D2
8x6,24,d3,D,D.1.27a,24,E,2,E2
8x6,24,d3,D,D.1.27a,28,F,2,F2
8x6,24,d3,D,D.1.29a,8,A,3,A3
8x6,24,d3,D,D.1.29a,12,B,3,B3
8x6,24,d3,D,D.1.29a,16,C,3,C3
8x6,24,d3,D,D.1.29a,20,D,3,D3
8x6,24,d3,D,D.1.29a,24,E,3,E3
8x6,24,d3,D,D.1.29a,28,F,3,F3
8x6,24,d3,D,D.1.34a,8,A,4,A4
8x6,24,d3,D,D.1.34a,12,B,4,B4
8x6,24,d3,D,D.1.34a,16,C,4,C4
8x6,24,d3,D,D.1.34a,20,D,4,D4
8x6,24,d3,D,D.1.34a,24,E,4,E4
8x6,24,d3,D,D.1.34a,28,F,4,F4
8x6,24,d3,D,D.1.32a,8,A,5,A5
8x6,24,d3,D,D.1.32a,12,B,5,B5
8x6,24,d3,D,D.1.32a,16,C,5,C5
8x6,24,d3,D,D.1.32a,20,D,5,D5
8x6,24,d3,D,D.1.32a,24,E,5,E5
8x6,24,d3,D,D.1.32a,28,F,5,F5
8x6,24,d3,D,D.1.46b,8,A,6,A6
8x6,24,d3,D,D.1.46b,12,B,6,B6
8x6,24,d3,D,D.1.46b,16,C,6,C6
8x6,24,d3,D,D.1.46b,20,D,6,D6
8x6,24,d3,D,D.1.46b,24,E,6,E6
8x6,24,d3,D,D.1.46b,28,F,6,F6
8x6,24,d3,D,D.2.14b,8,A,7,A7
8x6,24,d3,D,D.2.14b,12,B,7,B7
8x6,24,d3,D,D.2.14b,16,C,7,C7
8x6,24,d3,D,D.2.14b,20,D,7,D7
8x6,24,d3,D,D.2.14b,24,E,7,E7
8x6,24,d3,D,D.2.14b,28,F,7,F7
8x6,24,d3,D,D.2.22a,8,A,8,A8
8x6,24,d3,D,D.2.22a,12,B,8,B8
8x6,24,d3,D,D.2.22a,16,C,8,C8
8x6,24,d3,D,D.2.22a,20,D,8,D8
8x6,24,d3,D,D.2.22a,24,E,8,E8
8x6,24,d3,D,D.2.22a,28,F,8,F8
8x6,25,s1,S,s.I.2.16,8,A,1,A1
8x6,25,s1,S,s.I.2.16,12,B,1,B1
8x6,25,s1,S,s.I.2.16,16,C,1,C1
8x6,25,s1,S,s.I.2.16,20,D,1,D1
8x6,25,s1,S,s.I.2.16,24,E,1,E1
8x6,25,s1,S,s.I.2.16,28,F,1,F1
8x6,25,s1,S,s.I.2.17,8,A,2,A2
8x6,25,s1,S,s.I.2.17,12,B,2,B2
8x6,25,s1,S,s.I.2.17,16,C,2,C2
8x6,25,s1,S,s.I.2.17,20,D,2,D2
8x6,25,s1,S,s.I.2.17,24,E,2,E2
8x6,25,s1,S,s.I.2.17,28,F,2,F2
8x6,25,s1,S,s.I.2.22,8,A,3,A3
8x6,25,s1,S,s.I.2.22,12,B,3,B3
8x6,25,s1,S,s.I.2.22,16,C,3,C3
8x6,25,s1,S,s.I.2.22,20,D,3,D3
8x6,25,s1,S,s.I.2.22,24,E,3,E3
8x6,25,s1,S,s.I.2.22,28,F,3,F3
8x6,25,s1,S,s.I.2.27,8,A,4,A4
8x6,25,s1,S,s.I.2.27,12,B,4,B4
8x6,25,s1,S,s.I.2.27,16,C,4,C4
8x6,25,s1,S,s.I.2.27,20,D,4,D4
8x6,25,s1,S,s.I.2.27,24,E,4,E4
8x6,25,s1,S,s.I.2.27,28,F,4,F4
8x6,25,s1,S,s.J.LO-03-06,8,A,5,A5
8x6,25,s1,S,s.J.LO-03-06,12,B,5,B5
8x6,25,s1,S,s.J.LO-03-06,16,C,5,C5
8x6,25,s1,S,s.J.LO-03-06,20,D,5,D5
8x6,25,s1,S,s.J.LO-03-06,24,E,5,E5
8x6,25,s1,S,s.J.LO-03-06,28,F,5,F5
8x6,25,s1,S,s.J.LO-03-20,8,A,6,A6
8x6,25,s1,S,s.J.LO-03-20,12,B,6,B6
8x6,25,s1,S,s.J.LO-03-20,16,C,6,C6
8x6,25,s1,S,s.J.LO-03-20,20,D,6,D6
8x6,25,s1,S,s.J.LO-03-20,24,E,6,E6
8x6,25,s1,S,s.J.LO-03-20,28,F,6,F6
8x6,25,s1,S,s.J.2.13a,8,A,7,A7
8x6,25,s1,S,s.J.2.13a,12,B,7,B7
8x6,25,s1,S,s.J.2.13a,16,C,7,C7
8x6,25,s1,S,s.J.2.13a,20,D,7,D7
8x6,25,s1,S,s.J.2.13a,24,E,7,E7
8x6,25,s1,S,s.J.2.13a,28,F,7,F7
8x6,25,s1,S,s.J.2.14a,8,A,8,A8
8x6,25,s1,S,s.J.2.14a,12,B,8,B8
8x6,25,s1,S,s.J.2.14a,16,C,8,C8
8x6,25,s1,S,s.J.2.14a,20,D,8,D8
8x6,25,s1,S,s.J.2.14a,24,E,8,E8
8x6,25,s1,S,s.J.2.14a,28,F,8,F8
